Date,Max Temp (C),Min Temp (C),Mean Temp (C),Rainfall (mm),Mean Humidity (%),Max Humidity (%),Min Humidity (%),Max Wind Speed (km/h),Wind Direction (deg),Pressure (hPa),AvgTemp_0to7,AvgTemp_0to28,GDD_28,TotalRainfall_7,TotalRainfall_28,AvgHumidity_7,AvgHumidity_28
06/01/2025,30.2,23.5,26,28.7,89,99,71,8.7,323,1008.2,25.61428571,23.89642857,669.1,77,306.1,75.14285714,80.96428571
07/01/2025,30.1,22.3,25.2,7.3,89,99,71,9.2,307,1009,25.6,22.96785714,643.1,57.1,277.4,75.14285714,77.78571429
08/01/2025,31.7,23.6,26.6,2.6,85,100,60,7.7,300,1007.9,25.71428571,22.06785714,617.9,64.9,270.1,74.85714286,74.60714286
09/01/2025,31.5,23.5,26.7,1,83,99,55,11.4,264,1008.8,25.6,21.11785714,591.3,94.4,267.5,75,71.57142857
10/01/2025,28.5,23.1,25.2,14.1,87,97,73,8.9,88,1010.1,25.44285714,20.16428571,564.6,109,266.5,75.71428571,68.60714286
11/01/2025,26,22.5,24.2,12,93,99,79,7,167,1010.5,25.54285714,19.26428571,539.4,115.1,252.4,76.14285714,65.5
12/01/2025,28.9,23.3,25.4,11.3,89,99,70,6,326,1009.1,25.72857143,18.4,515.2,120.8,240.4,75.57142857,62.17857143
13/01/2025,29.4,23.7,25.9,8.8,87,99,68,9,236,1008.2,25.75714286,17.49285714,489.8,127.7,229.1,75.85714286,59
14/01/2025,31.4,23,26,15.1,86,98,61,13.1,217,1008.5,25.84285714,16.56785714,463.9,118.9,220.3,76,55.89285714
15/01/2025,30.8,22.7,25.8,32.1,88,100,62,9.4,204,1008.4,25.88571429,15.63928571,437.9,105,205.2,75.57142857,52.82142857
16/01/2025,30.3,22.8,25.6,15.6,90,99,69,16.3,299,1008.1,25.97142857,14.71785714,412.1,74.6,173.1,74.85714286,49.67857143
17/01/2025,31,23,25.9,20.2,89,100,62,9.2,300,1007.7,26.04285714,13.80357143,386.5,73.7,157.5,74.57142857,46.46428571
18/01/2025,29.3,23.7,25.5,17.7,91,99,73,11.4,311,1007.6,25.91428571,12.87857143,360.6,71.2,137.3,74.42857143,43.28571429
19/01/2025,29.8,23.1,25.6,18.2,88,98,68,5.8,72,1006.9,25.94285714,11.96785714,335.1,70.1,119.6,74.57142857,40.03571429
20/01/2025,30.7,23,26.5,0,83,100,57,9.7,211,1006.5,25.9,11.05357143,309.5,68.7,101.4,74.71428571,36.89285714
21/01/2025,30.5,22.8,26.3,1.2,83,99,60,7.5,139,1006.8,25.82857143,10.10714286,283,78.2,101.4,76,33.92857143
22/01/2025,30.8,23.9,26.4,1.7,88,100,63,7.6,27,1007.4,25.61428571,9.167857143,256.7,94.1,100.2,76.71428571,30.96428571
23/01/2025,30.9,23.7,26.1,14.7,88,99,65,8.3,314,1007.2,25.47142857,8.225,230.3,96.3,98.5,77.14285714,27.82142857
24/01/2025,29.2,23,25,17.7,92,99,73,11.6,335,1007.2,25.5,7.292857143,204.2,81.6,83.8,76.28571429,24.67857143
25/01/2025,30.3,22.6,25.7,16.6,89,99,68,7.7,162,1007,25.6,6.4,179.2,66.1,66.1,73.85714286,21.39285714
26/01/2025,28.6,23.2,25.3,16.8,92,100,76,6.5,41,1007.3,21.92857143,5.482142857,153.5,49.5,49.5,72.85714286,18.21428571
27/01/2025,30.4,22.5,26,9.5,88,100,71,9.7,118,1006.5,18.31428571,4.578571429,128.2,32.7,32.7,59.71428571,14.92857143
28/01/2025,26.6,23.5,24.8,17.1,91,97,86,13.7,109,1008.8,14.6,3.65,102.2,23.2,23.2,47.14285714,11.78571429
29/01/2025,30.4,22.7,25.4,3.9,82,94,63,13.4,112,1009.8,11.05714286,2.764285714,77.4,6.1,6.1,34.14285714,8.535714286
30/01/2025,30.6,22.5,26.3,0,75,90,54,7.1,146,1008.1,7.428571429,1.857142857,52,2.2,2.2,22.42857143,5.607142857
31/01/2025,30,22.5,25.7,2.2,82,94,64,11.9,349,1007.4,3.671428571,0.917857143,25.7,2.2,2.2,11.71428571,2.928571429
